(23.847799,90.243896)
(23.93,90.279404)
(23.848301,90.274696)
(23.986401,90.258904)
(23.9422,90.294701)
(24.000601,90.250298)
(23.928101,90.308899)
(23.6569,90.139702)
(23.9939,90.2528)
(23.8528,90.2575)
(23.913601,90.261703)
(23.795799,90.269203)
(23.908899,90.227798)
(23.8472,90.248299)
(23.908899,90.227798)
(23.936399,90.296097)
(23.919201,90.256699)
(24.025,90.244202)
(23.878599,90.298599)
(23.9422,90.294701)
(23.956699,90.276398)
(23.9203,90.302803)
(23.9939,90.2528)
(23.7103,90.049202)
(23.891399,90.321701)
(23.8528,90.2575)
(23.9161,90.314201)
(23.911699,90.319702)
(23.7894,90.266899)
(23.936399,90.296097)
(23.942801,90.270798)
(23.9594,90.263298)
(23.9028,90.273102)
(23.8461,90.252502)
(23.805599,90.289398)
(23.9097,90.231102)
(23.9247,90.263603)
(23.842501,90.260597)
(23.919201,90.256699)
(23.956699,90.276398)
(23.983299,90.270302)
(23.9911,90.248901)
(23.6464,90.039398)
(23.635,90.109703)
(23.9247,90.263603)
(23.7894,90.266899)
(23.986401,90.258904)
(23.917801,90.217499)
(23.847799,90.243896)
(23.8353,90.255302)
(23.946699,90.285599)
(23.9,90.325302)
(23.8353,90.255302)
(23.9181,90.243301)
(24.000601,90.250298)
(23.9317,90.3078)
(23.7894,90.266899)
(23.9939,90.2528)
(23.848101,90.260597)
(23.9683,90.295799)
(23.848101,90.260597)
(23.946699,90.285599)
(23.842501,90.260597)
(23.9161,90.314201)
(23.9161,90.314201)
(23.9161,90.314201)
(23.7894,90.266899)
(23.92,90.279999)
(23.635,90.109703)
(23.93,90.279404)
(23.837799,90.250298)
(23.8225,90.2631)
(23.809999,90.249702)
(23.8461,90.252502)
(23.928101,90.308899)
(23.830799,90.2575)
(23.9911,90.248901)
(23.8256,90.257202)
(23.7894,90.266899)
(23.983299,90.270302)
(23.913979,90.309616)
(23.9161,90.314201)
(23.837799,90.250298)
(23.809999,90.249702)
(23.848101,90.257797)
(23.9317,90.3078)
(23.923901,90.209999)
(23.9317,90.3078)
(23.954201,90.2939)
(23.913601,90.261703)
(23.7931,90.2603)
(23.9606,90.271103)
(23.9,90.325302)
(23.9683,90.295799)
(23.811701,90.2547)
(23.940001,90.275597)
(23.942499,90.278297)
(23.9928,90.256699)
(23.8256,90.257202)
(23.942801,90.270798)
(23.9522,90.287498)
